date,observations,total_fuel_sales,shop_total_revenue,total_traffic,avg_temperature,avg_precipitation_mm,promo_fuel_share,promo_shop_share,promo_cafe_share,ad_active_share,avg_price_gap_ai92,avg_price_gap_ai95,avg_price_gap_dt
2023-08-10,600,51341.0,136209.0,110802.0,17.65,0.39,0.4,0.44,0.2,0.2583,-0.079,-0.101,0.901
2023-08-11,600,50456.0,133051.0,110296.0,17.94,0.45,0.4,0.44,0.2,0.285,0.02,0.02,0.863
2023-08-12,600,49371.0,143049.0,111574.0,18.21,0.5,0.4,0.44,0.2,0.325,-0.119,0.01,0.976
2023-08-13,600,48653.0,139847.0,111386.0,18.11,0.44,0.4,0.44,0.2,0.3017,0.031,0.097,1.004
2023-08-14,600,51184.0,134572.0,110677.0,17.86,0.5,0.4,0.44,0.2,0.265,-0.042,-0.033,0.979
2023-08-15,600,50120.0,126479.0,108855.0,18.15,0.45,0.4,0.44,0.2,0.2667,0.035,-0.048,0.997
2023-08-16,600,50709.0,134737.0,109785.0,18.0,0.43,0.4,0.44,0.2,0.3383,0.061,-0.109,1.046
2023-08-17,600,51827.0,133716.0,112262.0,18.09,0.36,0.4,0.44,0.2,0.2833,-0.059,0.003,0.885
2023-08-18,600,50891.0,135609.0,110105.0,17.95,0.46,0.4,0.44,0.2,0.27,-0.016,-0.048,0.985
2023-08-19,600,49127.0,145310.0,110689.0,18.03,0.49,0.4,0.44,0.2,0.2833,-0.001,0.047,0.895
2023-08-20,600,49316.0,137181.0,112251.0,18.01,0.4,0.4,0.44,0.2,0.28,-0.04,-0.096,0.73
2023-08-21,600,50354.0,130904.0,109751.0,17.91,0.39,0.4,0.44,0.2,0.33,-0.065,-0.008,0.932
2023-08-22,600,50825.0,131948.0,111239.0,18.13,0.37,0.4,0.44,0.2,0.3067,0.036,0.023,0.916
2023-08-23,600,50378.0,128868.0,110313.0,18.08,0.4,0.4,0.44,0.2,0.325,-0.027,0.07,0.904
2023-08-24,600,50693.0,129509.0,111090.0,18.1,0.42,0.4,0.44,0.2,0.2917,-0.095,-0.02,0.911
2023-08-25,600,50473.0,127830.0,109908.0,18.01,0.46,0.4,0.4,0.2,0.2983,-0.047,-0.067,0.89
2023-08-26,600,49281.0,141133.0,111124.0,18.02,0.48,0.4,0.36,0.2,0.32,-0.021,0.067,0.893
2023-08-27,600,48735.0,137945.0,110893.0,17.65,0.5,0.4,0.36,0.28,0.3283,0.089,0.098,0.803
2023-08-28,600,50636.0,123017.0,110219.0,18.08,0.43,0.4,0.36,0.28,0.2883,-0.047,-0.075,0.976
2023-08-29,600,51296.0,131120.0,110353.0,17.94,0.39,0.4,0.36,0.28,0.295,-0.05,0.043,0.943
2023-08-30,600,50525.0,126194.0,109628.0,17.83,0.41,0.36,0.4,0.28,0.305,0.035,0.123,0.835
2023-08-31,600,50309.0,131980.0,109618.0,17.95,0.44,0.36,0.4,0.28,0.3017,-0.007,-0.001,0.893
2023-09-01,600,39100.0,90572.0,95226.0,12.06,0.38,0.36,0.4,0.28,0.3217,0.042,0.129,0.917
2023-09-02,600,37909.0,96227.0,95694.0,12.01,0.44,0.36,0.4,0.28,0.3217,-0.007,-0.054,1.014
2023-09-03,600,39505.0,105399.0,97897.0,11.87,0.36,0.36,0.4,0.28,0.3067,-0.022,0.019,0.891
2023-09-04,600,40031.0,96684.0,96294.0,11.88,0.37,0.36,0.4,0.28,0.2867,-0.012,0.049,0.998
2023-09-05,600,40424.0,95794.0,96585.0,11.83,0.37,0.36,0.36,0.28,0.2867,0.123,-0.022,0.914
2023-09-06,600,39914.0,93961.0,95498.0,11.94,0.36,0.36,0.36,0.28,0.3233,-0.029,-0.101,0.964
2023-09-07,600,39501.0,93528.0,96310.0,12.12,0.4,0.36,0.36,0.28,0.295,0.066,-0.093,0.904
2023-09-08,600,40374.0,92398.0,96840.0,12.13,0.42,0.4,0.36,0.28,0.295,-0.044,-0.105,0.901
2023-09-09,600,39703.0,102598.0,98215.0,11.95,0.38,0.4,0.36,0.28,0.2967,0.157,-0.008,0.972
2023-09-10,600,38681.0,100319.0,97182.0,11.98,0.42,0.4,0.36,0.28,0.2417,0.046,0.095,1.026
2023-09-11,600,40376.0,93178.0,96486.0,12.13,0.41,0.4,0.36,0.28,0.3083,-0.026,0.014,0.902
2023-09-12,600,40294.0,95731.0,96113.0,11.64,0.38,0.4,0.36,0.28,0.3083,-0.004,-0.03,0.866
2023-09-13,600,40277.0,94887.0,96095.0,11.84,0.4,0.4,0.36,0.28,0.3367,0.017,0.003,1.035
2023-09-14,600,39367.0,90524.0,95406.0,12.04,0.41,0.4,0.36,0.28,0.2917,-0.018,-0.027,1.057
2023-09-15,600,39793.0,93775.0,95777.0,11.92,0.34,0.4,0.36,0.28,0.2867,0.021,0.015,0.855
2023-09-16,600,38706.0,100112.0,96853.0,12.02,0.41,0.4,0.36,0.28,0.2817,-0.022,-0.028,0.933
2023-09-17,600,38744.0,103771.0,96139.0,12.09,0.38,0.4,0.36,0.28,0.305,0.13,0.018,0.906
2023-09-18,600,40444.0,99900.0,96198.0,11.98,0.4,0.4,0.36,0.28,0.315,0.065,0.014,0.851
2023-09-19,600,40074.0,95100.0,95761.0,11.94,0.34,0.4,0.36,0.28,0.275,0.002,0.055,0.859
2023-09-20,600,40905.0,96943.0,97106.0,12.08,0.4,0.4,0.36,0.28,0.2517,-0.026,0.062,0.955
2023-09-21,600,40071.0,92084.0,95592.0,12.0,0.42,0.44,0.32,0.28,0.3183,-0.035,0.001,0.993
2023-09-22,600,40296.0,92748.0,96465.0,11.96,0.41,0.44,0.32,0.28,0.31,-0.036,-0.037,0.942
2023-09-23,600,39343.0,99778.0,97280.0,12.07,0.42,0.44,0.32,0.28,0.3183,-0.007,0.001,0.928
2023-09-24,600,39850.0,103920.0,97899.0,11.78,0.33,0.44,0.32,0.28,0.3133,0.009,0.041,0.945
2023-09-25,600,40023.0,95920.0,95215.0,12.08,0.42,0.4,0.32,0.28,0.2517,-0.055,0.026,1.023
2023-09-26,600,40861.0,98279.0,96458.0,11.95,0.43,0.44,0.36,0.28,0.325,0.033,-0.04,0.899
2023-09-27,600,40228.0,93471.0,96336.0,11.88,0.38,0.44,0.36,0.28,0.28,-0.015,0.007,0.924
2023-09-28,600,40367.0,95179.0,96054.0,11.93,0.36,0.44,0.36,0.28,0.3183,0.044,0.089,0.972
2023-09-29,600,40420.0,94532.0,95995.0,11.91,0.39,0.44,0.36,0.24,0.315,0.046,0.017,1.005
2023-09-30,600,39152.0,102602.0,97215.0,11.74,0.37,0.44,0.36,0.28,0.3167,0.038,0.006,1.071
2023-10-01,600,39478.0,104348.0,97215.0,4.89,0.37,0.48,0.32,0.28,0.2833,-0.049,-0.099,0.912
2023-10-02,600,40612.0,93142.0,95856.0,5.22,0.45,0.48,0.32,0.28,0.295,0.012,0.031,0.973
2023-10-03,600,40590.0,98602.0,96062.0,5.12,0.4,0.48,0.32,0.28,0.305,0.048,-0.025,0.945
2023-10-04,600,40365.0,93466.0,95965.0,4.89,0.32,0.48,0.32,0.28,0.2717,-0.056,-0.155,0.953
2023-10-05,600,40161.0,93408.0,95787.0,4.84,0.38,0.48,0.32,0.28,0.2767,0.034,-0.032,0.931
2023-10-06,600,42041.0,99430.0,97709.0,4.98,0.35,0.48,0.32,0.28,0.325,0.058,0.046,0.833
2023-10-07,600,40015.0,105566.0,98236.0,4.83,0.3,0.48,0.32,0.28,0.2867,0.009,-0.032,0.981
2023-10-08,600,39115.0,101832.0,96390.0,4.92,0.47,0.48,0.32,0.28,0.2917,0.021,0.025,1.0
2023-10-09,600,39636.0,94138.0,94698.0,5.01,0.41,0.48,0.32,0.28,0.3333,0.047,0.017,0.885
2023-10-10,600,40820.0,98654.0,96194.0,4.94,0.38,0.48,0.32,0.24,0.3233,0.055,0.079,1.015
2023-10-11,600,40773.0,96970.0,96415.0,5.05,0.31,0.48,0.32,0.24,0.305,-0.123,0.034,1.023
2023-10-12,600,39907.0,91866.0,95572.0,4.75,0.41,0.44,0.36,0.24,0.2967,0.06,0.025,0.885
2023-10-13,600,40192.0,96290.0,95770.0,4.96,0.35,0.44,0.4,0.28,0.3183,-0.113,-0.064,0.87
2023-10-14,600,39927.0,108295.0,97909.0,5.17,0.31,0.44,0.36,0.28,0.285,-0.058,-0.047,0.89
2023-10-15,600,39173.0,101783.0,96925.0,4.98,0.45,0.48,0.36,0.32,0.2933,-0.034,-0.062,0.923
2023-10-16,600,41043.0,94829.0,97074.0,5.0,0.36,0.48,0.36,0.32,0.295,-0.091,0.141,0.878
2023-10-17,600,40470.0,98186.0,96284.0,4.91,0.4,0.48,0.36,0.32,0.3083,0.032,0.0,0.852
2023-10-18,600,40371.0,93525.0,96715.0,4.98,0.32,0.44,0.36,0.32,0.29,0.005,-0.029,1.003
2023-10-19,600,39869.0,93933.0,96024.0,5.01,0.39,0.44,0.32,0.32,0.295,0.023,-0.092,0.986
2023-10-20,600,40739.0,98691.0,97065.0,4.81,0.37,0.44,0.32,0.32,0.2967,0.018,-0.039,0.883
2023-10-21,600,38755.0,102583.0,97248.0,5.02,0.37,0.44,0.36,0.32,0.3,0.112,-0.15,0.846
2023-10-22,600,40268.0,106472.0,98642.0,4.91,0.34,0.48,0.36,0.28,0.2867,0.045,0.043,0.939
2023-10-23,600,41155.0,98653.0,96869.0,5.03,0.39,0.52,0.36,0.28,0.3067,-0.019,0.02,0.898
2023-10-24,600,40936.0,99297.0,96674.0,4.8,0.34,0.56,0.4,0.28,0.295,0.023,-0.054,1.019
2023-10-25,600,40934.0,94843.0,95900.0,4.85,0.36,0.6,0.36,0.24,0.2983,-0.035,0.096,0.939
2023-10-26,600,40571.0,93920.0,96307.0,5.13,0.35,0.6,0.36,0.24,0.3033,0.057,0.07,0.957
2023-10-27,600,40675.0,95400.0,95900.0,4.94,0.37,0.6,0.36,0.24,0.3067,-0.087,-0.03,0.873
2023-10-28,600,40649.0,107471.0,98307.0,5.09,0.42,0.64,0.36,0.2,0.3,0.009,0.047,0.965
2023-10-29,600,39774.0,103768.0,97040.0,5.22,0.27,0.64,0.4,0.2,0.33,0.067,-0.124,1.049
2023-10-30,600,41142.0,99076.0,96471.0,5.13,0.33,0.64,0.4,0.2,0.2967,0.06,0.061,0.892
2023-10-31,600,41121.0,98068.0,96338.0,4.9,0.4,0.64,0.4,0.2,0.3033,-0.002,0.071,0.955
2023-11-01,600,38919.0,90383.0,92053.0,-1.99,0.4,0.64,0.4,0.2,0.3267,0.106,-0.063,0.913
2023-11-02,600,39415.0,94914.0,93451.0,-1.83,0.33,0.64,0.4,0.2,0.315,-0.127,-0.028,0.881
2023-11-03,600,39274.0,89719.0,92715.0,-2.03,0.36,0.64,0.4,0.2,0.3083,-0.03,-0.05,0.907
2023-11-04,600,38386.0,100752.0,94413.0,-2.0,0.44,0.64,0.4,0.2,0.3183,-0.042,-0.033,0.93
2023-11-05,600,39733.0,109416.0,96621.0,-1.85,0.36,0.64,0.4,0.2,0.3183,-0.033,-0.027,0.893
2023-11-06,600,38874.0,91093.0,92584.0,-1.97,0.36,0.64,0.4,0.2,0.2833,-0.005,-0.024,0.88
2023-11-07,600,40320.0,95953.0,94268.0,-2.15,0.35,0.64,0.36,0.16,0.3067,-0.08,-0.024,0.888
2023-11-08,600,39265.0,88497.0,92830.0,-2.12,0.41,0.64,0.4,0.16,0.3017,-0.022,-0.102,0.951
2023-11-09,600,39632.0,87329.0,93551.0,-2.03,0.36,0.64,0.4,0.16,0.3033,0.012,-0.06,0.931
2023-11-10,600,39465.0,95349.0,93079.0,-2.18,0.41,0.64,0.4,0.16,0.275,0.03,0.069,0.902
2023-11-11,600,38033.0,102836.0,94391.0,-1.99,0.42,0.64,0.4,0.16,0.2817,-0.027,0.003,0.944
2023-11-12,600,37284.0,96181.0,93125.0,-1.73,0.45,0.64,0.4,0.16,0.305,0.01,-0.04,0.906
2023-11-13,600,39915.0,95299.0,93580.0,-2.04,0.43,0.64,0.4,0.16,0.3,-0.004,-0.046,0.849
2023-11-14,600,39945.0,95894.0,94307.0,-2.06,0.37,0.64,0.4,0.16,0.2983,-0.008,0.028,1.074
2023-11-15,600,39324.0,90206.0,92792.0,-1.93,0.37,0.64,0.4,0.16,0.3283,0.036,-0.006,0.998
2023-11-16,600,39832.0,94632.0,93935.0,-1.68,0.37,0.64,0.4,0.16,0.28,0.013,-0.033,0.932
2023-11-17,600,39521.0,94095.0,93478.0,-2.02,0.38,0.6,0.4,0.16,0.3083,0.015,-0.011,0.919
2023-11-18,600,37931.0,100346.0,93428.0,-2.32,0.46,0.6,0.4,0.16,0.3083,0.056,0.162,0.944
2023-11-19,600,38063.0,97220.0,94101.0,-1.97,0.38,0.6,0.4,0.16,0.275,-0.057,-0.029,0.876
2023-11-20,600,38796.0,91868.0,92564.0,-2.15,0.4,0.6,0.4,0.16,0.32,-0.032,-0.053,1.016
2023-11-21,600,39374.0,90971.0,94021.0,-2.0,0.37,0.6,0.4,0.16,0.2683,-0.064,-0.047,0.936
2023-11-22,600,39119.0,91181.0,92850.0,-2.01,0.33,0.6,0.4,0.16,0.2867,0.02,0.145,1.011
2023-11-23,600,39556.0,90036.0,94065.0,-1.79,0.33,0.6,0.4,0.16,0.2867,0.011,0.014,0.866
2023-11-24,600,38643.0,90335.0,93002.0,-1.84,0.4,0.6,0.4,0.16,0.3233,-0.05,0.005,0.944
2023-11-25,600,38095.0,97242.0,93997.0,-1.93,0.36,0.6,0.36,0.16,0.295,-0.055,0.063,0.976
2023-11-26,600,38214.0,100096.0,93962.0,-1.79,0.34,0.64,0.4,0.16,0.2817,0.009,0.033,0.846
2023-11-27,600,40309.0,98441.0,93998.0,-2.18,0.4,0.64,0.4,0.16,0.3117,0.034,0.005,0.831
2023-11-28,600,39521.0,92550.0,93029.0,-1.84,0.42,0.64,0.4,0.16,0.29,-0.015,-0.038,1.024
2023-11-29,600,39651.0,96594.0,93149.0,-1.97,0.34,0.64,0.4,0.16,0.315,0.078,0.069,1.042
2023-11-30,600,39119.0,92487.0,92727.0,-2.0,0.33,0.64,0.4,0.16,0.3133,-0.019,-0.12,0.963
2023-12-01,600,27372.0,54865.0,73944.0,-7.97,0.71,0.64,0.4,0.16,0.2983,0.008,0.049,1.017
2023-12-02,600,26021.0,61007.0,74038.0,-7.51,0.69,0.64,0.4,0.16,0.2867,-0.111,-0.026,0.949
2023-12-03,600,25645.0,57827.0,73258.0,-7.99,0.71,0.64,0.4,0.16,0.2883,-0.049,-0.015,0.879
2023-12-04,600,27445.0,58106.0,74312.0,-7.93,0.69,0.64,0.4,0.16,0.3017,0.049,-0.065,1.021
2023-12-05,600,27537.0,57680.0,74530.0,-7.99,0.63,0.64,0.4,0.12,0.3,0.015,0.043,0.932
2023-12-06,600,27181.0,54072.0,73499.0,-7.98,0.66,0.68,0.44,0.12,0.3133,-0.018,0.029,0.894
2023-12-07,600,27440.0,59154.0,73830.0,-8.16,0.72,0.68,0.44,0.12,0.3167,0.041,-0.085,0.975
2023-12-08,600,27283.0,61017.0,73689.0,-8.11,0.71,0.68,0.44,0.12,0.29,0.002,-0.01,0.933
2023-12-09,600,26160.0,59134.0,73682.0,-7.99,0.7,0.68,0.44,0.12,0.3,-0.051,0.039,0.799
2023-12-10,600,27050.0,65112.0,75573.0,-7.82,0.61,0.68,0.44,0.12,0.3167,-0.0,-0.003,0.933
2023-12-11,600,27156.0,59117.0,73024.0,-7.87,0.69,0.68,0.44,0.12,0.3083,-0.007,0.089,0.968
2023-12-12,600,27752.0,59302.0,74081.0,-7.57,0.65,0.68,0.44,0.12,0.2517,0.012,-0.047,0.971
2023-12-13,600,27285.0,56744.0,74350.0,-7.98,0.71,0.68,0.44,0.12,0.325,-0.112,-0.005,0.996
2023-12-14,600,27801.0,62973.0,74974.0,-7.7,0.64,0.68,0.44,0.12,0.285,-0.011,-0.05,0.971
2023-12-15,600,27074.0,53169.0,73344.0,-8.21,0.64,0.68,0.44,0.12,0.3067,0.074,0.048,1.02
2023-12-16,600,25854.0,58567.0,73390.0,-8.02,0.63,0.64,0.44,0.12,0.2983,0.08,-0.069,0.988
2023-12-17,600,26947.0,63804.0,75105.0,-7.82,0.71,0.68,0.48,0.12,0.28,0.031,0.044,0.984
2023-12-18,600,25970.0,50942.0,71783.0,-7.95,0.7,0.68,0.48,0.12,0.315,0.103,0.043,0.919
2023-12-19,600,26937.0,57282.0,73026.0,-8.0,0.67,0.68,0.48,0.12,0.29,-0.047,-0.156,0.907
2023-12-20,600,26675.0,52899.0,72839.0,-8.38,0.62,0.68,0.48,0.12,0.31,0.041,0.144,1.09
2023-12-21,600,27919.0,60481.0,74523.0,-8.05,0.59,0.68,0.48,0.12,0.31,-0.019,0.007,0.944
2023-12-22,600,27136.0,54439.0,73526.0,-8.2,0.72,0.68,0.48,0.12,0.2983,0.06,0.071,0.904
2023-12-23,600,26102.0,61797.0,73925.0,-8.04,0.68,0.68,0.48,0.12,0.28,-0.024,-0.015,0.951
2023-12-24,600,27337.0,65743.0,75717.0,-7.91,0.64,0.64,0.52,0.08,0.2717,0.045,-0.003,0.919
2023-12-25,600,26944.0,58557.0,73089.0,-8.16,0.75,0.64,0.52,0.08,0.325,-0.035,0.128,1.02
2023-12-26,600,26932.0,54538.0,72997.0,-7.79,0.73,0.64,0.56,0.04,0.2817,0.007,0.058,0.913
2023-12-27,600,27636.0,55935.0,75282.0,-8.38,0.67,0.64,0.52,0.04,0.315,-0.01,-0.031,0.938
2023-12-28,600,27262.0,59454.0,73840.0,-8.07,0.75,0.64,0.52,0.04,0.3017,-0.009,0.094,1.077
2023-12-29,600,27367.0,54939.0,74271.0,-7.74,0.63,0.64,0.56,0.08,0.2883,0.057,0.098,1.011
2023-12-30,600,26946.0,65051.0,74499.0,-8.07,0.76,0.64,0.56,0.08,0.32,0.021,-0.036,1.035
2023-12-31,600,25147.0,54544.0,72708.0,-7.98,0.69,0.64,0.56,0.08,0.2967,0.111,0.049,0.977
